id,Clube Atacante,Ações Relevantes,Tipo de Ataque,Jogadores no Terço Final,Local da Assistência X,Local da Assistência Y,Local da Finalização X,Local da Finalização Y,Zona de Finalização,Toques na Bola,Resultado,Parte do Corpo,Jogadores na ZV,Direção da Finalização X,Direção da Finalização Y,Desvios,Clube Defensor,Jogadores Protegendo ZV,Jogadores Recompondo
190193833163660448,Arminia,Individual indireto,Contra Ataque,5.0,0.49699269,0.81566362,0.53655612,0.79985871,Zona amarela,1,Bloqueada,Pé,,,,,Adversário,,
190193875346051104,Arminia,Individual indireto; Passe profundidade,Contra Ataque,4.0,0.7581721,0.74424528,0.38730179,0.81774243,Zona vermelha,2,Bloqueada,Pé,2.0,,,,Adversário,,
190194139471334432,Arminia,Lançamento,Contra Ataque,2.0,0.36002575,0.12959175,0.70270795,0.83929807,Zona amarela,3+,Certa,Pé,,0.10837495,0.07281659,,Adversário,,
190195560806017504,Arminia,Pivô; Troca de passes,Ataque Rápido,,0.73021109,0.84268218,0.6554934,0.82733406,Zona amarela,1,Gol,Pé,,0.20191751,0.61640317,Goleiro,Adversário,,
190195634643553920,Arminia,Lançamento,Contra Ataque,2.0,0.11119441,0.56974293,0.42642436,0.85351508,Zona vermelha,2,Fora,Pé,1.0,,,,Adversário,,
190196155626507584,Arminia,Lançamento,Ataque Rápido,,0.70464862,0.43424079,0.35613106,0.84724461,Zona amarela,2,Fora,Pé,,,,,Adversário,,
190196194744816704,Arminia,,Recuperada no Ataque,,0.11207516,0.83734588,0.46255957,0.74864196,Zona verde,2,Bloqueada,Pé,,,,,Adversário,,
190196254999543296,Arminia,,Ataque Rápido,,0.62631197,0.7123227,0.52911423,0.74724787,Zona verde,3+,Bloqueada,Pé,,,,,Adversário,,
190196316377404160,Arminia,Passe funil; Pivô,Ataque Rápido,,0.55976008,0.83735085,0.63662134,0.85623793,Zona amarela,1,Fora,Pé,,,,,Adversário,,
190196397898250976,Arminia,Erro adversário; Passe profundidade,Contra Ataque,5.0,,,0.45405766,0.78884135,Zona amarela,2,Bloqueada,Pé,,,,,Adversário,,
190196562317513984,Arminia,Individual indireto; Passe profundidade; Cruzamento simples simples,Contra Ataque,4.0,0.78362014,0.82126679,0.38633051,0.84962261,Zona vermelha,1,Bloqueada,Pé,3.0,,,,Adversário,,
190196615155864224,Arminia,,Contra Ataque,4.0,,,0.28814796,0.74820517,Zona verde,3+,Certa,Pé,,0.61326067,0.51894327,,Adversário,,
190196659816641728,Arminia,,Ataque Rápido,,,,0.44447022,0.74385857,Zona verde,1,Certa,Pé,,0.4412222,0.72472125,,Adversário,,
190196703610854048,Arminia,,Ataque Rápido,,,,0.47864708,0.71046016,Zona verde,3+,Certa,Pé,,0.32936435,0.59071238,,Adversário,,
190196787713328992,Arminia,Pivô; Troca de passes,Ataque Posicional,,0.5079299,0.77553964,0.6086121,0.79785305,Zona amarela,3+,Fora,Pé,,,,,Adversário,,
190196854408485344,Arminia,Individual indireto; Troca de passes,Ataque Rápido,,0.69818946,0.79523056,0.64780819,0.816006,Zona amarela,2,Bloqueada,Pé,,,,,Adversário,,
190197407387112128,Arminia,Individual indireto; Passe profundidade,Ataque Posicional,,0.58626497,0.73085619,0.64522939,0.86748217,Zona amarela,1,Fora,Pé,,,,,Adversário,,
190197527756457248,Arminia,,Ataque Rápido,,,,0.49829987,0.70408889,Zona verde,1,Bloqueada,Pé,,,,,Adversário,,
190197577771484832,Arminia,Erro adversário,Recuperada no Ataque,,0.39128245,0.93706261,0.49949055,0.92301292,Zona vermelha,1,Gol,Pé,4.0,0.4552248,0.05336814,Defensor,Adversário,,
190197818007525824,Arminia,,Recuperada no Ataque,,,,0.39098291,0.75692212,Zona verde,3+,Bloqueada,Pé,,,,,Adversário,,
190197894706026112,Arminia,Individual direto,Contra Ataque,4.0,0.16629774,0.67058376,0.35777614,0.75294652,Zona amarela,3+,Fora,Pé,,,,,Adversário,,
190197951049635648,Arminia,Passe profundidade,Contra Ataque,4.0,0.71710541,0.73452421,0.61540272,0.86892933,Zona vermelha,1,Certa,Pé,2.0,0.37187976,0.07690336,,Adversário,,
190198026822368160,Arminia,Rebote; Individual direto,Contra Ataque,6.0,,,0.31548715,0.88473437,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190198092892672256,Arminia,Erro adversário; Individual direto,Recuperada no Ataque,,,,0.69235717,0.84564742,Zona amarela,3+,Fora,Pé,,,,,Adversário,,
190198128603819712,Arminia,Individual direto; Lançamento,Contra Ataque,4.0,,,0.65795973,0.84879715,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190198205810656128,Arminia,Troca de passes; Passe profundidade,Ataque Rápido,,0.71324086,0.608424,0.36015195,0.85952435,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190198303684057248,Arminia,Erro adversário; Individual indireto; Passe profundidade,Recuperada no Ataque,,0.54063739,0.79258125,0.41928072,0.8882426,Zona vermelha,1,Certa,Pé,2.0,0.71555392,0.52495808,,Adversário,,
190198352649825504,Arminia,Rebote,Recuperada no Ataque,,,,0.35003401,0.77864954,Zona amarela,1,Certa,Pé,,0.22846242,0.25075235,,Adversário,,
190304969661584960,Arminia,,Ataque Rápido,,0.49402974,0.74005682,0.53159124,0.70478344,Zona verde,1,Fora,Pé,,,,,Adversário,,
190305055462167296,Arminia,Troca de passes,Ataque Posicional,,0.09777771,0.75366977,0.29911542,0.79216587,Zona amarela,2,Fora,Pé,,,,,Adversário,,
190305160454355200,Arminia,,Ataque Rápido,,0.38736701,0.73211904,0.4475228,0.74357744,Zona verde,1,Certa,Pé,,0.21044106,0.6637801,,Adversário,,
190305252687844416,Arminia,Cruzamento pé contrário,Ataque Rápido,,0.17292125,0.81901995,0.55516985,0.88245147,Zona vermelha,1,Certa,Cabeça,4.0,0.93279658,0.36485254,,Adversário,,
190305323395318176,Arminia,Cruzamento pé contrário,Ataque Posicional,,0.83214523,0.74395323,0.51959676,0.82512519,Zona vermelha,1,Certa,Cabeça,2.0,0.22142428,0.27282132,,Adversário,,
190305371941601760,Arminia,Cruzamento simples simples,Ataque Rápido,,0.59422047,0.89589472,0.42901442,0.92298105,Zona vermelha,1,Gol,Pé,3.0,0.15813984,0.55778236,Ninguém,Adversário,,
190305448884652800,Arminia,Passe profundidade; Pivô,Contra Ataque,4.0,0.66448748,0.84855919,0.64497778,0.77111058,Zona amarela,1,Fora,Pé,,,,,Adversário,,
190305510708967168,Arminia,Troca de passes,Ataque Posicional,,0.20472625,0.80856205,0.47476277,0.81733505,Zona vermelha,2,Fora,Pé,2.0,,,,Adversário,,
190305552041594528,Arminia,Troca de passes; Pivô,Ataque Rápido,,0.76053141,0.67180567,0.5246666,0.74686053,Zona verde,3+,Fora,Pé,,,,,Adversário,,
190305640969081952,Arminia,Troca de passes,Ataque Posicional,,0.8074981,0.69439911,0.68164192,0.78193192,Zona amarela,2,Fora,Pé,,,,,Adversário,,
190305726450279552,Arminia,Erro adversário,Recuperada no Ataque,,0.7508831,0.84042202,0.63829508,0.83634294,Zona amarela,2,Certa,Pé,,0.67374186,0.39632369,,Adversário,,
190305790925062176,Arminia,Cruzamento simples simples,Ataque Rápido,,0.78758835,0.72825052,0.47260636,0.82739024,Zona vermelha,1,Fora,Pé,2.0,,,,Adversário,,
190305842585877216,Arminia,Troca de passes; Passe profundidade,Ataque Rápido,,0.67734016,0.83321957,0.60436569,0.86222143,Zona vermelha,3+,Bloqueada,Pé,2.0,,,,Adversário,,
190305931333596864,Arminia,Troca de passes,Ataque Posicional,,,,0.60767363,0.74972367,Zona verde,3+,Certa,Pé,,0.46913036,0.63250344,,Adversário,,
190305988858416064,Arminia,Troca de passes; Pivô,Ataque Posicional,,0.65455256,0.82187778,0.60959523,0.77851432,Zona amarela,2,Fora,Pé,,,,,Adversário,,
190306028371617024,Arminia,,Ataque Rápido,,0.62174901,0.72080585,0.37724987,0.74301394,Zona verde,3+,Bloqueada,Pé,,,,,Adversário,,
190306080722371264,Arminia,Cruzamento profundidade,Contra Ataque,3.0,0.90724766,0.73873417,0.64587513,0.8629791,Zona amarela,2,Certa,Pé,,0.79335844,0.58902541,,Adversário,,
190306140854829952,Arminia,Passe profundidade,Ataque Rápido,,0.36136674,0.68932018,0.36526528,0.7774331,Zona amarela,1,Fora,Pé,,,,,Adversário,,
190306193463257056,Arminia,,Contra Ataque,4.0,,,0.56491936,0.76207099,Zona amarela,2,Bloqueada,Pé,,,,,Adversário,,
190306241211274400,Arminia,,Ataque Posicional,,,,0.59941444,0.71112975,Zona verde,3+,Fora,Pé,,,,,Adversário,,
190307048830274528,Arminia,Erro adversário,Ataque Posicional,,,,0.48579545,0.81398512,Zona vermelha,1,Certa,Pé,3.0,0.72249309,0.35612492,,Adversário,,
190307091970038592,Arminia,,Ataque Rápido,,0.61183782,0.67981166,0.57167124,0.75720573,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190307173709964416,Arminia,Pivô,Ataque Posicional,,0.43508914,0.78969752,0.54713321,0.77045031,Zona amarela,2,Bloqueada,Pé,,,,,Adversário,,
190307195792093312,Arminia,,Ataque Posicional,,,,0.64114091,0.75545101,Zona verde,2,Bloqueada,Pé,,,,,Adversário,,
190307234178036928,Arminia,Individual direto,Ataque Rápido,,,,0.51870811,0.75597525,Zona verde,3+,Fora,Pé,,,,,Adversário,,
190307278440540896,Arminia,Troca de passes,Ataque Posicional,,0.390486,0.765196,0.4832378,0.77272611,Zona amarela,2,Fora,Pé,,,,,Adversário,,
190307321530684704,Arminia,Passe profundidade,Ataque Rápido,,0.79736948,0.48949336,0.68017097,0.88960976,Zona amarela,2,Certa,Pé,,0.81225149,0.10920585,,Adversário,,
190307400623017088,Arminia,Troca de passes,Ataque Posicional,,0.25896504,0.80260051,0.40694708,0.75376592,Zona verde,2,Certa,Pé,,0.20104423,0.28900264,,Adversário,,
190307455751010144,Arminia,Individual direto,Ataque Posicional,,,,0.59519016,0.74778081,Zona verde,3+,Certa,Pé,,0.0270867,0.06853653,,Adversário,,
190307508122712320,Arminia,Cruzamento simples simples,Ataque Posicional,,0.24808139,0.73178933,0.465018,0.84575646,Zona vermelha,1,Certa,Cabeça,1.0,0.91422758,0.70779589,,Adversário,,
190307674224526400,Arminia,Troca de passes; Passe profundidade,Ataque Rápido,,0.58614984,0.76878268,0.65083626,0.87090735,Zona amarela,2,Gol,Pé,,0.1837979,0.19975473,Ninguém,Adversário,,
190307725934193504,Arminia,Pivô,Ataque Rápido,,0.37855439,0.76317711,0.67586645,0.77931686,Zona amarela,1,Bloqueada,Pé,,,,,Adversário,,
190307801170486368,Arminia,Erro adversário,Ataque Rápido,,,,0.50481299,0.823215,Zona vermelha,2,Certa,Pé,2.0,0.19897319,0.38956391,,Adversário,,
190307843684234688,Arminia,,Recuperada no Ataque,,,,0.52946131,0.78876932,Zona amarela,3+,Fora,Pé,,,,,Adversário,,
190307892533898848,Arminia,,Contra Ataque,4.0,,,0.6207054,0.76345526,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190307958264312096,Arminia,Cruzamento simples simples,Ataque Posicional,,0.87291387,0.7567554,0.60198395,0.89568978,Zona vermelha,3+,Certa,Pé,2.0,0.16362441,0.4389674,,Adversário,,
190308025296934304,Arminia,,Ataque Rápido,,,,0.41565771,0.77445734,Zona amarela,1,Fora,Pé,,,,,Adversário,,
190308071341470816,Arminia,Passe profundidade; Cruzamento simples simples,Contra Ataque,5.0,0.24919419,0.90510212,0.47925032,0.89104384,Zona vermelha,1,Fora,Cabeça,4.0,,,,Adversário,,
190308137642153376,Arminia,Troca de passes; Pivô,Ataque Posicional,,0.50206994,0.79148995,0.56258783,0.76408932,Zona amarela,1,Bloqueada,Pé,,,,,Adversário,,
190308175274984032,Arminia,Lançamento,Recuperada no Ataque,,0.3764968,0.64145867,0.69839789,0.88864833,Zona amarela,1,Certa,Pé,,0.90470176,0.36007536,,Adversário,,
190308584541285824,Arminia,,Ataque Posicional,,,,0.4922888,0.73176213,Zona verde,1,Fora,Pé,,,,,Adversário,,
190308622354176864,Arminia,Erro adversário,Recuperada no Ataque,,,,0.33846529,0.79690053,Zona amarela,1,Certa,Pé,,0.57966814,0.59649325,,Adversário,,
190308692195353472,Arminia,Individual direto,Contra Ataque,4.0,,,0.62963425,0.79742791,Zona amarela,3+,Gol,Pé,,0.15680654,0.66706551,Ninguém,Adversário,,
190308732732824192,Arminia,Troca de passes; Pivô,Recuperada no Ataque,,0.47204225,0.6743152,0.38880634,0.83709964,Zona vermelha,3+,Certa,Pé,2.0,0.71398771,0.09862228,,Adversário,,
190308808494898784,Arminia,Lançamento,Contra Ataque,4.0,0.76568071,0.76093083,0.67305264,0.78791992,Zona amarela,2,Bloqueada,Pé,,,,,Adversário,,
190308857590680512,Arminia,Troca de passes; Pivô,Ataque Rápido,,,,0.38175283,0.86106493,Zona vermelha,2,Gol,Pé,4.0,0.68075163,0.10144063,Ninguém,Adversário,,
190308908597187104,Arminia,Passe profundidade,Contra Ataque,3.0,0.50039857,0.66867811,0.36664965,0.7536712,Zona verde,3+,Certa,Pé,,0.81236669,0.33332851,,Adversário,,
190309014031134368,Arminia,Troca de passes; Individual indireto; Cruzamento pé contrário,Ataque Rápido,,0.70391997,0.87132985,0.52154089,0.9066272,Zona vermelha,1,Gol,Outra,4.0,0.87692411,0.25685621,Ninguém,Adversário,,
190309091483260736,Arminia,Passe profundidade; Passe funil,Recuperada no Ataque,,0.26660914,0.84855429,0.36226923,0.86941469,Zona amarela,3+,Fora,Pé,,,,,Adversário,,
190309155978998368,Arminia,Pivô; Individual indireto; Passe funil,Ataque Rápido,,0.3034488,0.91315093,0.36833564,0.87085527,Zona amarela,1,Certa,Pé,,0.14534327,0.50119692,,Adversário,,
190309228761294176,Arminia,Passe funil; Individual direto,Contra Ataque,4.0,0.10316973,0.81652614,0.52962694,0.87356328,Zona vermelha,3+,Fora,Pé,2.0,,,,Adversário,,
190309340987028352,Arminia,Pivô; Individual direto,Ataque Posicional,,0.54271603,0.73911312,0.64829442,0.86977324,Zona amarela,3+,Gol,Pé,,0.07770515,0.09330611,Ninguém,Greuther Furth,,
190309389475968768,Arminia,Cruzamento simples simples,Recuperada no Ataque,,0.25944179,0.74470282,0.45059514,0.83224205,Zona vermelha,1,Fora,Cabeça,2.0,,,,Greuther Furth,2,
190309424198149024,Arminia,Passe profundidade,Recuperada no Ataque,,0.54691026,0.68709601,0.32330043,0.84362766,Zona amarela,3+,Fora,Pé,,,,,Greuther Furth,,
190309485443499168,Arminia,Troca de passes,Ataque Rápido,,0.73502645,0.77794507,0.63711785,0.78947245,Zona amarela,3+,Certa,Pé,,0.80594844,0.4597103,,Greuther Furth,,
190309549732995840,Arminia,,Contra Ataque,5.0,,,0.55336131,0.82191623,Zona vermelha,1,Bloqueada,Pé,4.0,,,,Greuther Furth,6.0,6.0
190309597376778496,Arminia,,Ataque Rápido,,0.42786407,0.7364985,0.55711833,0.73615296,Zona verde,2,Certa,Pé,,0.18208136,0.12647541,,Greuther Furth,,
190309652740400704,Arminia,Cruzamento simples simples,Ataque Rápido,,,,0.52665224,0.77336256,Zona amarela,1,Gol,Pé,,0.09119795,0.71310674,Ninguém,Greuther Furth,,
190309692130536704,Arminia,Erro adversário,Recuperada no Ataque,,,,0.51754076,0.82910502,Zona vermelha,2,Certa,Pé,2.0,0.29814393,0.1252804,,Greuther Furth,2.0,
190309771606138048,Arminia,Lançamento,Ataque Posicional,,0.09754566,0.44220851,0.45284366,0.81311289,Zona vermelha,3+,Bloqueada,Pé,2.0,,,,Adversário,,
190309841908456864,Arminia,Lançamento; Individual direto,Contra Ataque,5.0,,,0.28546697,0.82026692,Zona amarela,3+,Fora,Pé,,,,,Adversário,,
190309884177882240,Arminia,Passe profundidade; Individual direto,Ataque Rápido,,,,0.63521443,0.82235814,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190309941580060096,Arminia,Pivô,Ataque Rápido,,0.21991284,0.78894557,0.30308511,0.78881759,Zona amarela,2,Gol,Pé,,0.69025877,0.77518501,Ninguém,Adversário,,
190310009141000480,Arminia,Troca de passes; Individual direto,Ataque Posicional,,0.47167896,0.76019776,0.4296066,0.87517836,Zona vermelha,3+,Fora,Pé,4.0,,,,Adversário,,
190310401831241888,Arminia,Cruzamento pé contrário; Pivô; Individual direto,Ataque Rápido,,0.07620806,0.8034479,0.67428403,0.93217065,Zona amarela,3+,Gol,Pé,,0.93333582,0.18116637,Goleiro,Adversário,,
190310483880380992,Arminia,Individual direto; Passe profundidade,Ataque Rápido,,0.65681769,0.68144643,0.45445494,0.81744248,Zona vermelha,3+,Fora,Pé,3.0,,,,Adversário,,
190310567598207456,Arminia,Passe profundidade,Ataque Rápido,,0.40647073,0.72735378,0.43382731,0.88114695,Zona vermelha,1,Certa,Pé,2.0,0.20100085,0.25742041,,Adversário,,
190310653081108736,Arminia,Passe profundidade,Contra Ataque,3.0,0.43277144,0.46499711,0.27189561,0.84682594,Zona amarela,2,Certa,Pé,,0.60059173,0.15847674,,Adversário,,
190310719502191296,Arminia,Passe profundidade; Passe funil,Contra Ataque,3.0,0.29660441,0.8575086,0.44496041,0.89903781,Zona vermelha,2,Certa,Pé,2.0,0.56669575,0.40873368,,Adversário,,
190310765394239232,Arminia,Rebote,Contra Ataque,3.0,,,0.47618035,0.8949955,Zona vermelha,1,Gol,Pé,2.0,0.97685012,0.18383225,Ninguém,Adversário,,
190310826902123040,Arminia,Passe profundidade,Recuperada no Ataque,,0.60755662,0.73593097,0.60678893,0.84857677,Zona vermelha,2,Gol,Pé,1.0,0.92198975,0.16777348,Goleiro,Adversário,,
190310933368866112,Arminia,Erro adversário,Recuperada no Ataque,,0.60095377,0.73862013,0.63426885,0.85270729,Zona amarela,2,Certa,Pé,,0.79157037,0.473203,,Adversário,,
190310969988134304,Arminia,Rebote,Recuperada no Ataque,,,,0.60690673,0.8881516,Zona vermelha,1,Fora,Pé,3.0,,,,Adversário,,
190311007575532576,Arminia,Erro adversário; Individual direto,Recuperada no Ataque,,,,0.5976146,0.83043985,Zona vermelha,3+,Bloqueada,Pé,3.0,,,,Adversário,,
190311037444768160,Arminia,,Recuperada no Ataque,,,,0.66243305,0.7496774,Zona verde,3+,Bloqueada,Pé,,,,,Adversário,,
190311099863255424,Arminia,,Ataque Rápido,,0.51572827,0.79931704,0.59476521,0.73940177,Zona verde,1,Fora,Pé,,,,,Adversário,,
190311147411413952,Arminia,Individual direto,Ataque Rápido,,,,0.68625439,0.79582835,Zona amarela,3+,Certa,Pé,,0.26755116,0.29409706,,Adversário,,
190311180622601632,Arminia,Cruzamento simples,Ataque Rápido,,0.89263189,0.7767786,0.50025824,0.88369201,Zona vermelha,1,Gol,Cabeça,2.0,0.91291296,0.3964405,Ninguém,Adversário,,
190311265229501824,Arminia,Cruzamento simples,Ataque Rápido,,0.49140173,0.84133193,0.5303887,0.8311376,Zona vermelha,1,Bloqueada,Pé,3.0,,,,Adversário,,
190311313932196608,Arminia,,Recuperada no Ataque,,0.68026189,0.72711998,0.52286557,0.75013897,Zona verde,1,Bloqueada,Pé,,,,,Adversário,,
190311820740757248,Arminia,Passe profundidade,Ataque Posicional,,0.86821048,0.61757699,0.76095676,0.87237187,Zona amarela,2,Fora,Pé,,,,,Adversário,,
190315635435563968,Arminia,,Ataque Posicional,,,,0.39838547,0.72983175,Zona verde,1,Fora,Pé,,,,,Adversário,,
190315701591484832,Arminia,Cruzamento simples; Erro adversário,Ataque Posicional,,0.91200283,0.76378906,0.38462989,0.86912977,Zona vermelha,2,Fora,Pé,3.0,,,,Adversário,,
190315768989338688,Arminia,Cruzamento simples; Passe funil,Contra Ataque,6.0,0.30256607,0.85995387,0.42356983,0.83229982,Zona vermelha,3+,Bloqueada,Pé,2.0,,,,Adversário,,
190315848410366848,Arminia,Pivô,Ataque Posicional,,0.3456864,0.76381155,0.48322001,0.76992486,Zona amarela,2,Certa,Pé,,0.28244492,0.33506887,,Adversário,,
190315902146402528,Arminia,Pivô; Inversão,Contra Ataque,4.0,0.30844037,0.78339063,0.65899703,0.78537203,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190315958902697344,Arminia,Lançamento,Ataque Posicional,,0.67607438,0.39493112,0.40452343,0.82503361,Zona vermelha,1,Certa,Pé,1.0,0.26997499,0.34274965,,Adversário,,
190316033302510528,Arminia,Passe profundidade; Individual direto,Contra Ataque,2.0,0.72061862,0.62170023,0.63574019,0.90978889,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190316125807491872,Arminia,Lançamento; Pivô,Ataque Posicional,,0.55590987,0.75404065,0.49901736,0.75687696,Zona amarela,2,Bloqueada,Pé,,,,,Adversário,,
190316160288428256,Arminia,Erro adversário; Passe profundidade,Recuperada no Ataque,,0.40971266,0.68634288,0.33957057,0.86542107,Zona amarela,2,Fora,Pé,,,,,Adversário,,
190316230422128224,Arminia,Inversão; Individual direto,Ataque Posicional,,0.43016596,0.6863643,0.64298344,0.86523793,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190316278881094016,Arminia,,Ataque Posicional,,,,0.66143925,0.7489088,Zona verde,1,Fora,Pé,,,,,Adversário,,
190316321047258048,Arminia,Lançamento,Ataque Posicional,,0.83706881,0.38144333,0.65403273,0.89567344,Zona amarela,3+,Fora,Pé,,,,,Adversário,,
190316411790755328,Arminia,Passe profundidade; Individual direto,Contra Ataque,3.0,0.35335382,0.457937,0.38384837,0.78833332,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190316485464218496,Arminia,Individual indireto,Ataque Rápido,,0.46891773,0.793703,0.35706617,0.80061762,Zona amarela,2,Bloqueada,Pé,,,,,Adversário,,
190316532514511168,Arminia,,Ataque Posicional,,,,0.55304981,0.74033248,Zona verde,1,Fora,Pé,,,,,Adversário,,
190316568247594048,Arminia,,Recuperada no Ataque,,,,0.24168054,0.7823801,Zona amarela,1,Bloqueada,Pé,,,,,Adversário,,
190316612595276224,Arminia,Individual indireto; Passe profundidade,Contra Ataque,5.0,0.62281793,0.79639328,0.61005142,0.87310643,Zona vermelha,1,Gol,Pé,2.0,0.10402095,0.12143386,Ninguém,Adversário,,
190316658702557472,Arminia,Pivô; Individual direto,Ataque Rápido,,0.33276058,0.66214491,0.40479817,0.84719539,Zona vermelha,3+,Fora,Pé,1.0,,,,Adversário,,
190316714217374432,Arminia,,Ataque Rápido,,0.17805711,0.82691799,0.40218162,0.77205354,Zona amarela,3+,Certa,Pé,,0.66225589,0.14127973,,Adversário,,
190316767675063328,Arminia,Individual indireto,Ataque Rápido,,0.23902486,0.73271042,0.63877538,0.79957702,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190316817383485472,Arminia,Lançamento,Contra Ataque,1.0,0.63406132,0.53075899,0.48827562,0.83122627,Zona vermelha,3+,Gol,Pé,1.0,0.10034053,0.19013377,Ninguém,Adversário,,
190316883166878720,Arminia,Passe funil,Ataque Posicional,,0.85960934,0.88650623,0.62070935,0.85937475,Zona vermelha,2,Bloqueada,Pé,3.0,,,,Adversário,,
190316928270158400,Arminia,,Ataque Rápido,,,,0.71468186,0.72375453,Zona verde,3+,Bloqueada,Pé,,,,,Adversário,,
190316965101308288,Arminia,,Ataque Rápido,,,,0.31430162,0.72697811,Zona verde,3+,Fora,Pé,,,,,Adversário,,
190317002118241664,Arminia,Erro adversário,Ataque Rápido,,,,0.66170647,0.77119568,Zona amarela,1,Fora,Pé,,,,,Adversário,,
190317062497378208,Arminia,Passe funil,Ataque Posicional,,0.4332553,0.73563884,0.5010785,0.74308264,Zona verde,3+,Bloqueada,Pé,,,,,Adversário,,
190317437057006720,Arminia,Lançamento,Ataque Rápido,,,,0.38786471,0.83154746,Zona vermelha,1,Certa,Pé,2.0,0.68187865,0.56708422,,Adversário,,
190317511274639200,Arminia,Passe profundidade,Ataque Rápido,,0.58010319,0.79993803,0.43725622,0.87966808,Zona vermelha,2,Trave,Pé,2.0,,,,Adversário,,
190317558303725760,Arminia,,Ataque Rápido,,,,0.65846296,0.2470083,Zona verde,3+,Fora,Pé,,,,,Adversário,,
190317601428788960,Arminia,Erro adversário,Contra Ataque,2.0,0.33869022,0.38506308,0.48082681,0.65081085,Zona verde,1,Bloqueada,Pé,,,,,Adversário,,
190317695303076096,Arminia,Erro adversário,Recuperada no Ataque,,0.29513268,0.74566708,0.52258767,0.7401254,Zona verde,3+,Fora,Pé,,,,,Adversário,,
190317757688017632,Arminia,Erro adversário; Individual direto,Ataque Rápido,,,,0.51746249,0.81257309,Zona vermelha,3+,Certa,Pé,1.0,0.28522728,0.4056608,,Adversário,,
190317852314146304,Arminia,Individual direto,Ataque Posicional,,,,0.71898204,0.83279518,Zona amarela,3+,Bloqueada,Pé,,,,,Adversário,,
190317904853806784,Arminia,,Ataque Posicional,,0.68093748,0.77643033,0.6043811,0.7622559,Zona verde,1,Certa,Pé,,0.86615175,0.26231502,,Adversário,,
190317970276898400,Arminia,Troca de passes,Ataque Posicional,,0.54834432,0.73832316,0.64001072,0.7827262,Zona amarela,2,Bloqueada,Pé,,,,,Adversário,,
190318062465025280,Arminia,Erro adversário,Recuperada no Ataque,,0.5203518,0.8015337,0.47151926,0.82684404,Zona vermelha,1,Gol,Pé,4.0,0.06675367,0.15300563,Ninguém,Adversário,,
190318119056763552,Arminia,,Ataque Rápido,,,,0.48576501,0.72046249,Zona verde,3+,Certa,Pé,,0.81215956,0.51827834,,Adversário,,
190318241950765792,Arminia,,Ataque Posicional,,0.42830959,0.6989374,0.51136287,0.73337635,Zona verde,2,Bloqueada,Pé,,,,,Adversário,,
190318322616791264,Arminia,Passe profundidade; Passe funil; Erro adversário; Individual direto,Ataque Rápido,,,,0.55451759,0.83264275,Zona vermelha,2,Bloqueada,Pé,2.0,,,,Adversário,,
190318395801066144,Arminia,,Ataque Rápido,,,,0.56433786,0.67613302,Zona verde,3+,Bloqueada,Pé,,,,,Adversário,,
190318459155754560,Arminia,Lançamento; Passe funil,Ataque Posicional,,0.82101728,0.85874606,0.54152219,0.85075029,Zona vermelha,2,Certa,Pé,2.0,0.79220125,0.13645562,,Adversário,,
190318499240896896,Arminia,,Recuperada no Ataque,,,,0.62736359,0.86742884,Zona vermelha,3+,Certa,Pé,2.0,0.64803467,0.17944241,,Adversário,,
190318559050124448,Arminia,Erro adversário,Recuperada no Ataque,,,,0.60011335,0.76254914,Zona amarela,3+,Fora,Pé,,,,,Adversário,,
190318601936886720,Arminia,Lançamento,Ataque Rápido,,0.81648782,0.54971367,0.60329914,0.93215863,Zona vermelha,2,Fora,Pé,2.0,,,,Adversário,,
190318647223168672,Arminia,Passe profundidade,Ataque Rápido,,0.74439133,0.56807045,0.33123627,0.77137339,Zona amarela,1,Certa,Pé,,0.97653497,0.05955602,,Adversário,,
190318702235165952,Arminia,Passe funil,Ataque Rápido,,0.74678097,0.88292897,0.6466278,0.87736623,Zona amarela,2,Certa,Pé,,0.47027979,0.33380438,,Adversário,,
190318755370138464,Arminia,Rebote,Ataque Rápido,,,,0.39675956,0.76315637,Zona amarela,3+,Fora,Pé,,,,,Adversário,,
190318805873612096,Arminia,Passe profundidade; Passe funil,Recuperada no Ataque,,0.65559499,0.87212298,0.51926391,0.8498107,Zona vermelha,2,Bloqueada,Pé,3.0,,,,Adversário,,
190319216714910144,Arminia,,Ataque Rápido,,,,0.5450025,0.74877314,Zona verde,2,Fora,Pé,,,,,Adversário,,
190319262109743360,Arminia,,Ataque Posicional,,0.28552508,0.71542319,0.66313828,0.72369142,Zona verde,2,Bloqueada,Pé,,,,,Adversário,,
190319301349678592,Arminia,,Ataque Posicional,,,,0.39867404,0.72441349,Zona verde,3+,Fora,Pé,,,,,Adversário,,
